id,items
3847,['cottage cheese']
3848,"['mineral water', 'pepper', 'low fat yogurt', 'eggs', 'pancakes', 'chocolate', 'cooking oil']"
3849,"['pancakes', 'champagne', 'blueberries', 'grated cheese']"
3850,"['fresh bread', 'spaghetti', 'herb & pepper', 'low fat yogurt', 'mushroom cream sauce', 'turkey', 'escalope', 'parmesan cheese']"
3851,"['fresh bread', 'butter', 'chocolate', 'green tea', 'chicken', 'fresh tuna']"
3852,"['parmesan cheese', 'frozen vegetables']"
3853,"['honey', 'eggs', 'green tea']"
3854,"['soup', 'red wine', 'spaghetti', 'pepper', 'mineral water', 'low fat yogurt', 'eggs', 'whole wheat pasta', 'turkey', 'body spray', 'avocado']"
3855,"['chocolate', 'mineral water', 'black tea']"
3856,"['spaghetti', 'pepper', 'ground beef']"
3857,"['eggs', 'whole wheat rice', 'french fries']"
3858,"['spaghetti', 'pepper', 'cake', 'salmon', 'ground beef', 'tomatoes']"
3859,['eggs']
3860,"['mineral water', 'pancakes', 'turkey', 'ground beef', 'zucchini', 'chocolate']"
3861,"['energy bar', 'spaghetti', 'mineral water', 'herb & pepper', 'eggs', 'strong cheese', 'whole wheat pasta', 'turkey', 'ground beef', 'burgers', 'black tea', 'milk', 'nonfat milk', 'frozen vegetables']"
3862,"['spaghetti', 'shrimp', 'ground beef', 'tomatoes', 'frozen vegetables']"
3863,['cake']
3864,"['spaghetti', 'mineral water', 'hot dogs', 'mint', 'clothes accessories', 'salmon', 'gums', 'cottage cheese', 'burger sauce']"
3865,"['mineral water', 'low fat yogurt', 'honey', 'fresh tuna']"
3866,"['low fat yogurt', 'cereals', 'green tea']"
3867,"['mineral water', 'eggs', 'shrimp', 'olive oil', 'milk']"
3868,"['mineral water', 'whole wheat rice', 'almonds', 'eggs', 'escalope', 'burgers']"
3869,"['mayonnaise', 'magazines', 'french fries']"
3870,"['vegetables mix', 'low fat yogurt', 'flax seed', 'shrimp', 'chocolate', 'babies food', 'cooking oil']"
3871,"['spaghetti', 'whole weat flour', 'bug spray']"
3872,"['cake', 'honey', 'energy drink', 'brownies', 'fresh tuna', 'frozen vegetables']"
3873,"['burgers', 'eggs', 'green tea']"
3874,"['spaghetti', 'cake', 'eggs', 'olive oil', 'ground beef', 'burgers', 'chocolate', 'milk']"
3875,"['eggs', 'pancakes', 'shrimp', 'burgers', 'ham', 'milk', 'french fries']"
3876,"['fresh bread', 'mineral water', 'low fat yogurt', 'soda', 'eggs', 'burgers', 'cottage cheese', 'milk', 'cider', 'fresh tuna', 'frozen vegetables']"
3877,"['mayonnaise', 'tomato juice']"
3878,"['mineral water', 'whole wheat rice', 'herb & pepper', 'eggs', 'shrimp', 'salmon', 'meatballs', 'carrots', 'frozen vegetables']"
3879,['cookies']
3880,"['eggs', 'butter']"
3881,"['grated cheese', 'white wine', 'cooking oil']"
3882,"['whole wheat pasta', 'tomato sauce', 'green tea', 'rice', 'frozen vegetables']"
3883,"['champagne', 'green beans', 'low fat yogurt']"
3884,"['spaghetti', 'mint green tea', 'low fat yogurt', 'eggs', 'olive oil', 'ground beef', 'milk', 'french fries', 'cooking oil', 'frozen vegetables']"
3885,"['mineral water', 'fromage blanc', 'eggs', 'salmon', 'tomato juice', 'burgers', 'chocolate', 'rice', 'chicken', 'carrots', 'cooking oil']"
3886,"['eggs', 'white wine', 'turkey', 'green tea']"
3887,['eggs']
3888,"['cereals', 'cake', 'butter', 'burgers', 'brownies', 'eggplant', 'cooking oil']"
3889,"['champagne', 'mushroom cream sauce']"
3890,"['spaghetti', 'herb & pepper', 'salmon', 'ground beef', 'champagne', 'grated cheese', 'cooking oil']"
3891,['honey']
3892,"['mineral water', 'low fat yogurt', 'honey', 'ground beef']"
3893,"['turkey', 'escalope']"
3894,"['extra dark chocolate', 'whole weat flour', 'shrimp']"
3895,"['eggs', 'cake']"
3896,"['soup', 'mineral water', 'energy drink', 'eggs', 'milk', 'frozen vegetables']"
3897,"['chicken', 'frozen smoothie']"
3898,"['spaghetti', 'mineral water', 'hot dogs', 'frozen smoothie', 'olive oil', 'burgers', 'gums', 'cottage cheese', 'avocado', 'grated cheese', 'fresh tuna']"
3899,"['vegetables mix', 'pancakes', 'shrimp', 'turkey', 'tomato juice', 'brownies', 'tomatoes', 'green tea', 'grated cheese']"
3900,"['green tea', 'escalope']"
3901,['ketchup']
3902,['cookies']
3903,"['mineral water', 'cake', 'pancakes', 'magazines', 'shampoo', 'tomato juice', 'green tea', 'cooking oil', 'frozen vegetables']"
3904,"['yogurt cake', 'herb & pepper', 'shrimp', 'ground beef']"
3905,"['eggs', 'mineral water']"
3906,"['chocolate', 'french fries']"
3907,"['soup', 'spaghetti', 'low fat yogurt', 'meatballs', 'ground beef', 'tomatoes', 'grated cheese', 'cooking oil']"
3908,"['salmon', 'olive oil', 'ground beef', 'blueberries', 'grated cheese', 'frozen vegetables']"
3909,"['spaghetti', 'whole wheat rice', 'yogurt cake', 'mint', 'pancakes', 'olive oil', 'tomatoes', 'green tea', 'milk']"
3910,['yogurt cake']
3911,"['spaghetti', 'mint', 'frozen smoothie', 'shrimp', 'tomato juice', 'butter', 'tomatoes', 'milk', 'chicken', 'frozen vegetables']"
3912,"['spaghetti', 'herb & pepper', 'almonds', 'flax seed', 'low fat yogurt', 'butter', 'burgers', 'chocolate', 'whole weat flour', 'milk', 'bug spray', 'chili', 'frozen vegetables']"
3913,"['spaghetti', 'mineral water', 'almonds', 'cereals', 'eggs', 'ground beef', 'green tea']"
3914,['ground beef']
3915,"['fresh bread', 'whole wheat rice', 'pet food', 'butter', 'frozen vegetables']"
3916,"['eggs', 'ground beef', 'tomatoes', 'cookies', 'muffins']"
3917,"['soup', 'mint green tea', 'honey', 'pancakes', 'cottage cheese', 'milk']"
3918,"['soup', 'cream', 'spaghetti', 'mineral water', 'herb & pepper', 'frozen smoothie', 'pancakes', 'ground beef', 'french fries']"
3919,"['turkey', 'tomato juice', 'ground beef', 'chocolate', 'cookies']"
3920,"['spaghetti', 'hot dogs', 'energy drink', 'french wine', 'eggs', 'butter', 'ground beef', 'brownies', 'whole weat flour', 'body spray', 'sparkling water']"
3921,"['spaghetti', 'mineral water', 'turkey', 'meatballs', 'ground beef', 'tomatoes', 'french fries']"
3922,"['red wine', 'spaghetti', 'mineral water', 'low fat yogurt', 'mayonnaise', 'ground beef', 'black tea']"
3923,"['burger sauce', 'escalope']"
3924,"['spaghetti', 'eggs', 'parmesan cheese', 'escalope', 'ground beef', 'tea', 'frozen vegetables']"
3925,['tomatoes']
3926,"['soup', 'shrimp', 'barbecue sauce', 'gums']"
3927,"['melons', 'frozen smoothie']"
3928,"['low fat yogurt', 'cake', 'pancakes', 'turkey', 'ham', 'chocolate', 'green tea', 'rice', 'chicken', 'muffins']"
3929,"['mineral water', 'pancakes', 'oil']"
3930,"['red wine', 'champagne', 'cake']"
3931,"['cottage cheese', 'light mayo']"
3932,"['pancakes', 'french fries']"
3933,"['red wine', 'spaghetti', 'mineral water', 'whole wheat rice', 'chocolate bread', 'olive oil', 'ground beef', 'tomatoes', 'chili', 'chicken']"
3934,"['honey', 'olive oil', 'turkey', 'green tea']"
3935,"['french wine', 'cake']"
3936,['low fat yogurt']
3937,"['whole wheat rice', 'low fat yogurt', 'eggs', 'black tea', 'green tea']"
3938,"['tomatoes', 'green tea']"
3939,"['mineral water', 'parmesan cheese', 'tomatoes', 'frozen vegetables']"
3940,"['red wine', 'spaghetti', 'mint', 'parmesan cheese', 'ground beef', 'hand protein bar', 'cauliflower']"
3941,"['cereals', 'pickles', 'green tea']"
3942,['mint']
3943,['mineral water']
3944,"['low fat yogurt', 'eggs', 'ground beef', 'frozen vegetables']"
3945,"['mineral water', 'low fat yogurt', 'eggs', 'chocolate', 'milk', 'toothpaste']"
3946,['escalope']
3947,"['soup', 'mineral water', 'olive oil']"
3948,"['fresh bread', 'spaghetti', 'turkey', 'whole weat flour', 'cottage cheese', 'chicken']"
3949,"['shrimp', 'frozen vegetables']"
3950,"['red wine', 'hot dogs', 'flax seed', 'frozen smoothie', 'cake', 'toothpaste']"
3951,['cream']
3952,"['escalope', 'butter', 'chocolate', 'milk', 'green grapes']"
3953,"['spaghetti', 'mineral water', 'yogurt cake', 'low fat yogurt', 'ground beef', 'burgers', 'barbecue sauce', 'oil']"
3954,['escalope']
3955,['champagne']
3956,['carrots']
3957,['chocolate']
3958,"['spaghetti', 'mineral water', 'herb & pepper', 'olive oil', 'ground beef', 'chocolate', 'rice', 'french fries']"
3959,"['mineral water', 'tomato sauce', 'cake']"
3960,"['pancakes', 'turkey']"
3961,['french fries']
3962,"['honey', 'whole wheat rice']"
3963,"['spaghetti', 'cake', 'honey', 'energy drink', 'butter', 'chocolate', 'rice', 'french fries', 'grated cheese']"
3964,"['yams', 'eggs', 'ground beef', 'chicken', 'pasta']"
3965,['french fries']
3966,"['green beans', 'milk', 'mint']"
3967,"['honey', 'escalope', 'chocolate', 'french fries']"
3968,"['chicken', 'mineral water', 'magazines']"
3969,"['light mayo', 'bug spray']"
3970,"['vegetables mix', 'mineral water', 'cereals', 'salmon', 'escalope']"
3971,"['spaghetti', 'low fat yogurt', 'olive oil', 'milk']"
3972,"['burgers', 'eggs', 'frozen smoothie']"
3973,['chocolate']
3974,"['french wine', 'mineral water', 'chicken']"
3975,['pepper']
3976,"['hot dogs', 'dessert wine', 'salmon', 'ground beef', 'tomatoes']"
3977,"['spaghetti', 'frozen smoothie', 'ground beef', 'ham', 'champagne']"
3978,"['mushroom cream sauce', 'ground beef', 'brownies', 'french fries']"
3979,"['spaghetti', 'mineral water', 'shrimp', 'ground beef', 'frozen vegetables']"
3980,"['protein bar', 'french fries']"
3981,['escalope']
3982,"['fresh bread', 'frozen smoothie', 'clothes accessories', 'escalope', 'french fries', 'blueberries']"
3983,"['mineral water', 'cereals', 'flax seed', 'burgers', 'gums']"
3984,"['cooking oil', 'low fat yogurt', 'milk']"
3985,"['spaghetti', 'mineral water', 'honey', 'french wine', 'pancakes', 'ketchup', 'magazines', 'ground beef', 'ham', 'tomatoes', 'rice', 'grated cheese', 'cooking oil']"
3986,"['fromage blanc', 'pancakes', 'escalope', 'french fries', 'frozen vegetables']"
3987,"['spaghetti', 'mineral water', 'cereals', 'low fat yogurt', 'french wine', 'salmon', 'white wine', 'olive oil', 'ground beef']"
3988,"['spaghetti', 'hot dogs', 'eggs', 'escalope', 'french fries', 'bug spray', 'cooking oil', 'frozen vegetables']"
3989,"['red wine', 'mineral water', 'shrimp', 'tomato juice', 'strawberries', 'burgers', 'rice', 'french fries', 'protein bar', 'cauliflower']"
3990,['chocolate']
3991,"['hot dogs', 'shampoo']"
3992,"['spaghetti', 'low fat yogurt', 'herb & pepper', 'pancakes', 'green tea']"
3993,"['mineral water', 'mint green tea', 'french fries']"
3994,"['spaghetti', 'mineral water', 'hot dogs', 'pancakes', 'tomato juice', 'whole weat flour', 'green tea', 'champagne', 'fresh tuna']"
3995,"['low fat yogurt', 'bacon', 'light mayo']"
3996,"['spaghetti', 'honey', 'fromage blanc', 'eggs', 'turkey', 'escalope', 'cottage cheese', 'green tea', 'bramble', 'fresh tuna']"
3997,"['red wine', 'soda', 'pet food', 'chocolate', 'french fries', 'champagne']"
3998,"['pancakes', 'olive oil', 'toothpaste']"
3999,['toothpaste']
4000,"['energy bar', 'champagne']"
4001,"['salmon', 'tomatoes', 'milk', 'frozen vegetables']"
4002,"['chocolate', 'milk']"
4003,"['mineral water', 'olive oil', 'escalope', 'green tea', 'french fries', 'avocado', 'muffins']"
4004,['chocolate']
4005,['cookies']
4006,"['mineral water', 'yogurt cake', 'eggs', 'olive oil', 'escalope', 'chocolate', 'milk', 'frozen vegetables']"
4007,['escalope']
4008,"['spaghetti', 'mineral water', 'frozen smoothie', 'fromage blanc', 'pancakes', 'tomato sauce', 'tomato juice', 'ground beef', 'grated cheese', 'cooking oil']"
4009,"['hot dogs', 'light mayo']"
4010,['eggs']
4011,"['spaghetti', 'shrimp']"
4012,"['spaghetti', 'mineral water', 'pancakes', 'burgers', 'champagne', 'protein bar', 'hand protein bar', 'frozen vegetables']"
4013,"['light mayo', 'frozen smoothie', 'frozen vegetables']"
4014,['mineral water']
4015,['cookies']
4016,"['mineral water', 'olive oil']"
4017,['eggs']
4018,"['hot dogs', 'frozen smoothie', 'strawberries', 'burgers', 'green tea', 'french fries']"
4019,"['green grapes', 'muffins', 'frozen vegetables']"
4020,['escalope']
4021,"['cookies', 'pancakes', 'green tea']"
4022,"['cookies', 'french fries']"
4023,"['fresh bread', 'mineral water', 'cake', 'pet food', 'mushroom cream sauce', 'escalope', 'eggplant', 'french fries', 'avocado', 'toothpaste']"
4024,['champagne']
4025,['cookies']
4026,"['eggs', 'pancakes', 'milk', 'chicken']"
4027,['chocolate']
4028,"['soup', 'turkey', 'spinach', 'salt', 'french fries']"
4029,"['milk', 'cake']"
4030,"['shallot', 'white wine', 'escalope']"
4031,"['chicken', 'milk', 'frozen vegetables']"
4032,"['whole wheat rice', 'low fat yogurt', 'butter']"
4033,"['low fat yogurt', 'shrimp', 'chocolate', 'tomatoes', 'carrots']"
4034,['low fat yogurt']
4035,"['honey', 'mushroom cream sauce', 'french fries', 'cookies']"
4036,"['fresh bread', 'escalope', 'chocolate', 'french fries', 'champagne', 'avocado', 'frozen vegetables']"
4037,"['chocolate', 'escalope']"
4038,"['cookies', 'strawberries']"
4039,"['spaghetti', 'pepper', 'mineral water', 'cake', 'pancakes', 'white wine', 'green tea', 'milk']"
4040,"['french fries', 'cake']"
4041,"['whole wheat rice', 'almonds', 'low fat yogurt', 'chocolate', 'milk', 'french fries', 'light mayo', 'cooking oil', 'frozen vegetables']"
4042,"['red wine', 'spaghetti', 'mineral water', 'energy drink', 'pancakes', 'cookies', 'french fries', 'cider']"
4043,"['mineral water', 'frozen smoothie', 'escalope', 'chocolate', 'tomatoes', 'green tea']"
4044,['french fries']
4045,"['fresh bread', 'mineral water', 'olive oil', 'tomatoes', 'green tea', 'protein bar', 'grated cheese', 'hand protein bar', 'frozen vegetables']"
4046,['eggs']
4047,"['eggs', 'olive oil']"
4048,"['cottage cheese', 'french fries']"
4049,"['vegetables mix', 'almonds', 'cake', 'frozen smoothie', 'energy drink', 'pancakes', 'chocolate', 'french fries']"
4050,['cookies']
4051,"['mineral water', 'eggs', 'meatballs', 'butter', 'frozen vegetables']"
4052,"['energy bar', 'mineral water', 'low fat yogurt', 'chocolate']"
4053,"['brownies', 'milk', 'french fries']"
4054,"['cake', 'burgers', 'eggplant', 'green tea', 'milk']"
4055,"['spaghetti', 'mineral water', 'pet food', 'eggs', 'turkey', 'chocolate', 'cookies', 'protein bar', 'cooking oil']"
4056,"['spaghetti', 'french wine', 'pancakes', 'olive oil', 'ground beef', 'ham', 'whole weat flour', 'cottage cheese', 'green tea', 'milk', 'muffins']"
4057,['cookies']
4058,"['spaghetti', 'eggs', 'whole wheat pasta', 'ground beef', 'green tea', 'milk', 'french fries', 'chicken', 'frozen vegetables']"
4059,"['fromage blanc', 'eggs', 'salmon', 'milk']"
4060,['low fat yogurt']
4061,"['flax seed', 'eggs', 'green tea', 'chicken']"
4062,['tomatoes']
4063,['green tea']
4064,"['mineral water', 'cake', 'eggs', 'meatballs', 'ground beef', 'burgers', 'milk']"
4065,"['mineral water', 'candy bars']"
4066,"['shrimp', 'turkey', 'burgers', 'tomatoes', 'cooking oil']"
4067,['cookies']
4068,"['energy bar', 'mineral water', 'white wine', 'chocolate', 'milk']"
4069,"['eggs', 'french fries']"
4070,"['eggs', 'tomatoes']"
4071,['cookies']
4072,"['spaghetti', 'cereals', 'cake', 'eggs', 'shrimp', 'parmesan cheese', 'ground beef', 'tomatoes', 'oatmeal', 'frozen vegetables']"
4073,"['whole wheat rice', 'frozen vegetables']"
4074,"['avocado', 'shrimp', 'candy bars']"
4075,"['mineral water', 'shrimp', 'tomatoes', 'cooking oil']"
4076,"['vegetables mix', 'whole wheat rice', 'almonds', 'frozen smoothie', 'eggs', 'chocolate', 'cottage cheese']"
4077,"['melons', 'candy bars']"
4078,['whole wheat rice']
4079,['low fat yogurt']
4080,"['soup', 'mineral water', 'whole wheat rice', 'cereals', 'cake', 'tomatoes', 'milk', 'frozen vegetables']"
4081,"['eggs', 'french fries', 'chocolate']"
4082,"['eggs', 'burgers', 'barbecue sauce', 'french fries']"
4083,"['burgers', 'shallot']"
4084,"['mineral water', 'milk']"
4085,"['energy bar', 'cake', 'tomato juice', 'tomatoes']"
4086,"['chocolate', 'milk']"
4087,"['eggs', 'chicken', 'milk']"
4088,"['eggs', 'pancakes', 'shrimp', 'burgers', 'chocolate', 'french fries', 'cooking oil']"
4089,"['shrimp', 'milk', 'tomato juice']"
4090,"['flax seed', 'magazines', 'butter', 'green tea']"
4091,"['burgers', 'cottage cheese']"
4092,"['mineral water', 'whole wheat rice', 'cake', 'rice', 'french fries', 'cookies', 'chicken', 'cooking oil']"
4093,"['spaghetti', 'mineral water', 'bacon', 'eggs', 'shrimp', 'brownies']"
4094,"['spaghetti', 'mineral water', 'shrimp', 'tomatoes', 'grated cheese']"
4095,['cookies']
4096,"['cookies', 'low fat yogurt']"
4097,['clothes accessories']
4098,['hot dogs']
4099,"['antioxydant juice', 'olive oil', 'ground beef', 'oil']"
4100,"['spaghetti', 'mineral water', 'frozen smoothie', 'eggs', 'ham', 'chocolate', 'green tea', 'chicken']"
4101,"['mineral water', 'whole wheat rice', 'eggs', 'escalope', 'chocolate']"
4102,['eggs']
4103,"['grated cheese', 'rice', 'ground beef']"
4104,"['spaghetti', 'body spray']"
4105,"['mineral water', 'green tea']"
4106,"['chocolate', 'french fries']"
4107,"['spaghetti', 'salmon', 'shrimp', 'olive oil', 'escalope', 'tomato juice', 'burgers', 'cooking oil']"
4108,"['soup', 'mineral water', 'herb & pepper', 'honey', 'french wine', 'pancakes', 'eggs', 'magazines', 'mayonnaise', 'milk', 'champagne', 'oil']"
4109,['vegetables mix']
4110,['barbecue sauce']
4111,['milk']
4112,"['whole wheat rice', 'cake', 'honey', 'fromage blanc', 'pancakes', 'eggs', 'ham', 'gums', 'tomatoes', 'avocado', 'light mayo']"
4113,"['spaghetti', 'mineral water', 'eggs', 'pancakes', 'ground beef', 'barbecue sauce', 'chocolate', 'black tea', 'milk', 'cooking oil', 'frozen vegetables']"
4114,"['tomatoes', 'milk']"
4115,"['eggs', 'green tea']"
4116,['ground beef']
4117,"['eggs', 'whole wheat pasta', 'olive oil', 'cottage cheese', 'green tea', 'french fries', 'carrots', 'frozen vegetables']"
4118,"['chocolate', 'olive oil', 'cake']"
4119,"['red wine', 'mineral water', 'honey', 'shrimp', 'burgers', 'milk']"
4120,"['eggs', 'turkey', 'burgers', 'green tea', 'french fries', 'pasta']"
4121,"['vegetables mix', 'spaghetti', 'olive oil', 'ground beef', 'ham', 'muffins']"
4122,"['cookies', 'mineral water']"
4123,"['mayonnaise', 'cottage cheese']"
4124,"['tomato juice', 'brownies', 'cookies', 'chicken', 'oil', 'toothpaste']"
4125,"['mineral water', 'whole wheat rice', 'low fat yogurt', 'escalope']"
4126,"['fresh bread', 'energy bar', 'pepper', 'shrimp', 'escalope', 'cooking oil']"
4127,"['whole wheat rice', 'cake', 'frozen vegetables']"
4128,"['fresh bread', 'french wine', 'eggs', 'white wine', 'burgers', 'barbecue sauce', 'melons', 'cottage cheese']"
4129,"['honey', 'mineral water', 'green tea']"
4130,['chili']
4131,"['mineral water', 'shrimp', 'ground beef', 'tomatoes', 'oil']"
4132,"['spaghetti', 'herb & pepper', 'eggs', 'salmon', 'ground beef', 'chicken', 'muffins']"
4133,['cookies']
4134,['frozen vegetables']
4135,"['energy bar', 'chocolate bread', 'mint', 'whole weat flour']"
4136,['cookies']
4137,"['spaghetti', 'ground beef', 'ham', 'grated cheese', 'frozen vegetables']"
4138,"['eggs', 'chicken']"
4139,"['spaghetti', 'mineral water', 'eggs', 'ham', 'green tea']"
4140,"['soup', 'energy bar', 'escalope', 'burgers', 'tomatoes', 'frozen vegetables']"
4141,"['mineral water', 'almonds', 'hot dogs', 'salmon', 'turkey', 'ground beef', 'burgers', 'barbecue sauce', 'carrots', 'frozen vegetables']"
4142,"['escalope', 'butter', 'burgers', 'cauliflower']"
4143,"['mineral water', 'escalope', 'chocolate', 'chicken']"
4144,"['mineral water', 'almonds', 'eggs', 'pancakes', 'black tea']"
4145,"['vegetables mix', 'salmon']"
4146,"['spaghetti', 'zucchini', 'ground beef', 'milk']"
4147,"['spaghetti', 'mineral water', 'tomatoes', 'milk', 'rice', 'oil']"
4148,['chocolate']
4149,['french fries']
4150,"['spaghetti', 'dessert wine', 'salmon', 'chocolate', 'protein bar', 'hand protein bar', 'cooking oil']"
4151,"['fresh bread', 'mineral water', 'shrimp', 'whole weat flour', 'tomatoes', 'cottage cheese', 'body spray', 'chicken']"
4152,['salt']
4153,"['soup', 'shrimp', 'butter']"
4154,"['eggs', 'mineral water', 'fresh tuna']"
4155,"['red wine', 'cooking oil', 'french fries']"
4156,['cookies']
4157,"['burgers', 'eggs']"
4158,"['cookies', 'eggs']"
4159,"['burgers', 'yogurt cake', 'french fries']"
4160,"['pet food', 'eggs']"
4161,"['chocolate', 'salmon']"
4162,"['mineral water', 'whole wheat rice', 'low fat yogurt', 'frozen smoothie', 'honey', 'whole weat flour', 'tomatoes', 'cooking oil']"
4163,"['mineral water', 'frozen smoothie']"
4164,"['fresh bread', 'spaghetti', 'eggs', 'pancakes', 'strong cheese', 'olive oil', 'turkey', 'tomato juice']"
4165,"['spaghetti', 'black tea']"
4166,"['honey', 'low fat yogurt', 'escalope']"
4167,['shrimp']
4168,"['eggs', 'mineral water', 'strawberries']"
4169,"['pancakes', 'whole wheat pasta', 'turkey', 'olive oil', 'burgers', 'chocolate', 'green tea', 'milk', 'chicken', 'cooking oil']"
4170,"['energy bar', 'pancakes']"
4171,['mushroom cream sauce']
4172,['french fries']
4173,"['cereals', 'cake', 'burgers', 'milk']"
4174,"['pickles', 'light mayo']"
4175,"['yogurt cake', 'cake', 'pancakes', 'escalope', 'oil']"
4176,"['yogurt cake', 'candy bars']"
4177,"['cookies', 'ground beef']"
4178,"['mineral water', 'eggplant', 'tomatoes', 'french fries']"
4179,"['spaghetti', 'mineral water', 'escalope', 'ground beef', 'chili']"
4180,"['vegetables mix', 'mineral water', 'frozen smoothie', 'eggs', 'pancakes', 'salmon', 'burgers', 'body spray']"
4181,['escalope']
4182,"['whole wheat rice', 'cookies', 'protein bar', 'hand protein bar']"
4183,"['pet food', 'french wine']"
4184,['french fries']
4185,"['fresh bread', 'mushroom cream sauce', 'escalope', 'french fries', 'pasta']"
4186,"['chocolate', 'mineral water', 'cereals']"
4187,"['eggs', 'turkey']"
4188,"['fresh bread', 'magazines', 'tomatoes', 'green tea', 'chicken', 'frozen vegetables']"
4189,"['pepper', 'dessert wine', 'butter', 'ground beef', 'zucchini', 'french fries', 'chicken']"
4190,"['milk', 'frozen smoothie']"
4191,"['cottage cheese', 'french fries']"
4192,"['spaghetti', 'ground beef', 'green tea', 'milk', 'extra dark chocolate']"
4193,"['tomatoes', 'meatballs', 'french fries']"
4194,['escalope']
4195,"['tomatoes', 'french fries', 'strawberries']"
4196,"['clothes accessories', 'eggs', 'chocolate', 'eggplant', 'green tea', 'frozen vegetables']"
4197,"['avocado', 'brownies']"
4198,"['mineral water', 'low fat yogurt', 'cake', 'eggs']"
4199,"['spaghetti', 'mineral water', 'salmon', 'dessert wine', 'ground beef', 'cooking oil']"
4200,"['mineral water', 'eggs', 'turkey', 'bug spray']"
4201,['avocado']
4202,"['spaghetti', 'mineral water', 'honey', 'pet food', 'white wine', 'ground beef', 'eggplant', 'nonfat milk']"
4203,['cookies']
4204,"['mineral water', 'cake']"
4205,"['eggs', 'white wine']"
4206,['cookies']
4207,"['burgers', 'eggs', 'milk']"
4208,['cookies']
4209,['pasta']
4210,['milk']
4211,"['chili', 'green beans', 'pancakes']"
4212,"['mineral water', 'eggs', 'pancakes', 'milk', 'chicken', 'blueberries']"
4213,"['burgers', 'green tea', 'french fries', 'carrots']"
4214,"['eggs', 'chicken', 'cake']"
4215,"['yams', 'salmon', 'gluten free bar', 'tomatoes', 'rice', 'avocado', 'protein bar', 'grated cheese', 'hand protein bar', 'cooking oil']"
4216,"['soup', 'french fries', 'body spray']"
4217,"['eggs', 'green tea']"
4218,"['mineral water', 'turkey', 'chocolate', 'avocado']"
4219,['chocolate']
4220,['french fries']
4221,"['vegetables mix', 'ham', 'frozen smoothie']"
4222,"['eggs', 'turkey', 'milk', 'frozen vegetables']"
4223,['green tea']
4224,"['eggs', 'mushroom cream sauce']"
4225,['vegetables mix']
4226,"['vegetables mix', 'salmon', 'olive oil']"
4227,"['eggs', 'whole wheat rice']"
4228,"['mushroom cream sauce', 'escalope', 'french fries', 'pasta']"
4229,"['cider', 'honey', 'low fat yogurt']"
4230,"['soup', 'mineral water', 'low fat yogurt', 'gluten free bar', 'magazines', 'mayonnaise', 'champagne', 'avocado']"
4231,"['black tea', 'ground beef']"
4232,"['chocolate', 'whole wheat rice', 'turkey']"
4233,"['pasta', 'escalope']"
4234,['french fries']
4235,"['spaghetti', 'mineral water', 'almonds', 'frozen smoothie', 'french wine', 'melons', 'green tea', 'french fries', 'avocado', 'oil']"
4236,"['soup', 'milk']"
4237,"['tomatoes', 'french fries']"
4238,"['mint green tea', 'candy bars']"
4239,['turkey']
4240,"['vegetables mix', 'cereals', 'herb & pepper', 'low fat yogurt', 'milk', 'chicken']"
4241,"['soup', 'chocolate', 'butter']"
4242,"['soup', 'red wine', 'mineral water', 'chocolate bread', 'fresh bread', 'corn', 'eggs', 'green tea', 'french fries', 'body spray', 'avocado', 'oil']"
4243,"['mineral water', 'whole wheat rice', 'pepper', 'shrimp', 'ground beef']"
4244,"['eggs', 'french fries', 'strawberries']"
4245,['escalope']
4246,"['grated cheese', 'frozen vegetables']"
4247,"['yogurt cake', 'cake', 'chicken', 'muffins']"
4248,"['mineral water', 'cake', 'tomatoes', 'frozen vegetables']"
4249,['energy bar']
4250,"['whole wheat rice', 'cake', 'ground beef', 'grated cheese']"
4251,"['mineral water', 'cake', 'burgers', 'grated cheese']"
4252,"['cookies', 'white wine', 'milk']"
4253,"['spaghetti', 'whole wheat rice', 'eggs', 'pickles', 'ham', 'french fries', 'champagne']"
4254,"['energy drink', 'whole wheat rice', 'frozen vegetables']"
4255,"['red wine', 'spaghetti', 'mineral water', 'cream', 'cookies', 'extra dark chocolate', 'chicken', 'oil']"
4256,"['fresh bread', 'spaghetti', 'eggs', 'pancakes', 'ground beef', 'chocolate', 'milk']"
4257,"['mineral water', 'frozen smoothie', 'honey', 'eggs', 'olive oil', 'chocolate', 'candy bars', 'sparkling water']"
4258,"['avocado', 'whole wheat rice']"
4259,['green tea']
4260,"['flax seed', 'chocolate', 'tomatoes', 'green tea', 'cottage cheese', 'chicken']"
4261,"['spaghetti', 'low fat yogurt', 'burgers', 'babies food', 'bug spray']"
4262,"['spaghetti', 'mineral water', 'burgers', 'milk', 'french fries']"
4263,"['champagne', 'shrimp']"
4264,['chocolate']
4265,['cake']
4266,"['low fat yogurt', 'eggs', 'burgers', 'green tea']"
4267,"['burgers', 'black tea', 'escalope']"
4268,"['eggs', 'mineral water']"
4269,"['mineral water', 'flax seed', 'honey', 'strong cheese', 'dessert wine', 'milk']"
4270,['chocolate']
4271,['herb & pepper']
4272,"['antioxydant juice', 'escalope']"
4273,"['shrimp', 'ground beef', 'ham', 'chocolate', 'tomatoes']"
4274,"['honey', 'escalope']"
4275,"['mineral water', 'fromage blanc', 'eggs', 'cider']"
4276,"['vegetables mix', 'honey', 'frozen smoothie']"
4277,"['fresh bread', 'cereals', 'milk', 'avocado']"
